JOSHUA PROJECT PEOPLES DATA

ROG3,Ctry,PeopleID3,ROP3,PeopNameAcrossCountries,PeopNameInCountry,Population,JPScale,LeastReached,ROL3,PrimaryLanguageName,BibleStatus,RLG3,PrimaryReligion,PercentAdherents,PercentEvangelical,PeopleID1,ROP1,AffinityBloc,PeopleID2,ROP2,PeopleCluster,CountOfCountries,RegionCode,RegionName,ROG2,Continent,10_40Window,RaceCode,Latitude,Longitude,WorkersMin,WorkersMax
AC,"Antigua and Barbuda",10348,100386,Afro-Antiguan,Afro-Antiguan,77000,5,N,eng,English,4,1,Christianity,94.90000152587891,20,18,A009,"North American Peoples",330,C0254,"Afro-American, Northern",2,12,"North America and Caribbean",NAR,"North America",N,NFB68a,17.1279765572723,-61.8296043701455,1,2
AC,"Antigua and Barbuda",15741,110448,"Americans, U.S.","Americans, U.S.",10000,5,N,eng,English,4,1,Christianity,87,31,18,A009,"North American Peoples",109,C0011,Anglo-American,104,12,"North America and Caribbean",NAR,"North America",N,CEW19s,17.10076,-61.8386,1,2
AC,"Antigua and Barbuda",13862,106882,"Antiguan, mixed","Antiguan, mixed",2700,5,N,aig,"Antigua and Barbuda Creole English",1,1,Christianity,93,12,18,A009,"North American Peoples",330,C0254,"Afro-American, Northern",5,12,"North America and Caribbean",NAR,"North America",N,NFB68b,17.0805,-61.78942,1,2
AC,"Antigua and Barbuda",11140,102927,British,British,3200,4,N,eng,English,4,1,Christianity,65,6,12,A003,"Eurasian Peoples",110,C0012,Anglo-Celt,130,12,"North America and Caribbean",NAR,"North America",N,CEW19,17.1007600000739,-61.8385999998901,1,2
AC,"Antigua and Barbuda",19007,114916,Deaf,Deaf,,5,N,xxx,"Language unknown",1,1,Christianity,92.51000000000001,19.9,26,A017,Deaf,328,C0252,Deaf,216,12,"North America and Caribbean",NAR,"North America",N,,17.073701,-61.785655,1,2
AR,Argentina,19023,115011,Afro-Argentine,Afro-Argentine,133000,5,N,spa,Spanish,4,1,Christianity,97,12,16,A007,"Latin-Caribbean Americans",329,C0253,"Afro-American, Hispanic",1,11,"Central and South America",LAM,"South America",N,NFB71a,-34.6361045174095,-58.4822369613667,1,2
AR,Argentina,19024,115012,Afro-Bolivian,Afro-Bolivian,1300,5,N,spa,Spanish,4,1,Christianity,98.5,12,16,A007,"Latin-Caribbean Americans",329,C0253,"Afro-American, Hispanic",2,11,"Central and South America",LAM,"South America",N,NFB71a,-24.838273,-65.409547,1,2
AR,Argentina,19214,115839,"West Indian, general","Afro-Caribbean, other",2800,5,N,spa,Spanish,4,1,Christianity,90,12,18,A009,"North American Peoples",330,C0254,"Afro-American, Northern",2,11,"Central and South America",LAM,"South America",N,NFB68,-34.67294,-58.362476,1,2
AR,Argentina,19623,115128,Afro-Paraguayan,Afro-Paraguayan,1800,4,N,spa,Spanish,4,1,Christianity,100,6,16,A007,"Latin-Caribbean Americans",329,C0253,"Afro-American, Hispanic",2,11,"Central and South America",LAM,"South America",N,NFB71a,-27.473944,-58.828511,1,2
AR,Argentina,19624,107992,Afro-Peruvian,Afro-Peruvians,1400,4,N,spa,Spanish,4,1,Christianity,100,7,16,A007,"Latin-Caribbean Americans",329,C0253,"Afro-American, Hispanic",2,11,"Central and South America",LAM,"South America",N,NFB71a,-34.703262,-58.373362,1,2
AR,Argentina,19626,115131,Afro-Uruguayan,Afro-Uruguayan,2400,4,N,spa,Spanish,4,1,Christianity,91,6,16,A007,"Latin-Caribbean Americans",329,C0253,"Afro-American, Hispanic",2,11,"Central and South America",LAM,"South America",N,NFB71a,-34.449408,-58.688826,1,2
AR,Argentina,14276,107785,"Arab, Palestinian","Arab, Palestinian",1100,2,N,ajp,"Arabic, South Levantine Spoken",2,6,Islam,32,2,10,A001,"Arab World",113,C0015,"Arab, Levant",25,11,"Central and South America",LAM,"South America",N,CMT30,-34.159273,-58.741756,1,2
AR,Argentina,15152,109662,"Arab, Syrian","Arab, Syrian",1459000,2,N,apc,"Arabic, North Levantine Spoken",2,6,Islam,38,1.2,10,A001,"Arab World",113,C0015,"Arab, Levant",36,11,"Central and South America",LAM,"South America",N,CMT30,-34.996522,-58.216968,1,2
AR,Argentina,10421,100492,"Argentinian, White","Argentinian, White",35016000,5,N,spa,Spanish,4,1,Christianity,96.92,11,16,A007,"Latin-Caribbean Americans",188,C0093,Hispanic,9,11,"Central and South America",LAM,"South America",N,CLT27,-34.6891775538011,-58.7127900937878,1,2
AR,Argentina,10429,100516,Armenian,Armenian,148000,4,N,hye,Armenian,4,1,Christianity,90,2.5,12,A003,"Eurasian Peoples",119,C0021,Armenian,56,11,"Central and South America",LAM,"South America",N,CEW14,-34.878857197102,-58.3818248787152,1,2
AR,Argentina,12863,105433,"Atacameno, Kunza","Atacameno, Kunza",15000,4,N,spa,Spanish,4,1,Christianity,60,5,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",2,11,"Central and South America",LAM,"South America",N,MIR39#,-22.825288,-67.05508399999999,1,2
AR,Argentina,18757,101884,"Aymara, Central",Aymara,23000,3,N,ayr,"Aymara, Central",4,1,Christianity,65,1,16,A007,"Latin-Caribbean Americans",125,C0027,Aymara,4,11,"Central and South America",LAM,"South America",N,MIR39b,-24.65331,-68.09193999999999,1,2
AR,Argentina,11065,101833,Belarusian,Belarusian,3900,4,N,bel,Belarusian,4,1,Christianity,80,4,12,A003,"Eurasian Peoples",283,C0194,"Slav, Eastern",30,11,"Central and South America",LAM,"South America",N,CEW22c,-34.6232912511903,-58.4663043750469,1,2
AR,Argentina,19213,115407,"Black African, general","Black African, general",15000,4,N,spa,Spanish,4,1,Christianity,75,6,22,A013,"Sub-Saharan Peoples",326,C0248,"Sub-Saharan African, general",10,11,"Central and South America",LAM,"South America",N,NABxxx,-34.503191,-58.513852,1,2
AR,Argentina,20281,101660,"Brazilian, Black","Brazilian, Black",1600,5,N,spa,Spanish,4,1,Christianity,89,23,16,A007,"Latin-Caribbean Americans",270,C0181,"Portuguese, Brazilian",2,11,"Central and South America",LAM,"South America",N,NFB70,-34.536522,-58.534882,1,2
AR,Argentina,10966,101662,"Brazilian, White","Brazilian, White",43000,5,N,por,Portuguese,4,1,Christianity,90,29,16,A007,"Latin-Caribbean Americans",270,C0181,"Portuguese, Brazilian",16,11,"Central and South America",LAM,"South America",N,CLT26,-34.875702,-58.446992,1,2
AR,Argentina,11140,102927,British,British,9400,4,N,eng,English,4,1,Christianity,60,7,12,A003,"Eurasian Peoples",110,C0012,Anglo-Celt,130,11,"Central and South America",LAM,"South America",N,CEW19,-34.5602535466638,-58.4794934976268,1,2
AR,Argentina,11069,101838,"Cape Verdean","Cape Verdean",15000,4,N,kea,Kabuverdianu,2,1,Christianity,98,7,22,A013,"Sub-Saharan Peoples",262,C0173,"Sub-Saharan African, other",17,11,"Central and South America",LAM,"South America",N,NAN58,-34.953609,-58.756308,1,2
AR,Argentina,11108,101896,Catalonian,Catalonian,197000,3,N,cat,Catalan,4,1,Christianity,96,0.7,12,A003,"Eurasian Peoples",291,C0202,Spanish,10,11,"Central and South America",LAM,"South America",N,CEW21k,-35.3484249996141,-57.7947660000509,1,2
AR,Argentina,11306,102014,Chane,Chane,4700,4,N,gui,"Guarani, Eastern Bolivian",4,4,"Ethnic Religions",50,8.571428298950201,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39e,-22.5473600003637,-63.9865099999365,1,2
AR,Argentina,20500,116316,Charrua,Charrua,16000,4,N,spa,Spanish,4,1,Christianity,65,6,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39e,-32.517564,-59.104176,1,2
AR,Argentina,11335,102113,Chilean,Chilean,205000,5,N,spa,Spanish,4,1,Christianity,89,18,16,A007,"Latin-Caribbean Americans",188,C0093,Hispanic,15,11,"Central and South America",LAM,"South America",N,CLN29,-34.776168,-58.632878,1,2
AR,Argentina,19206,115066,"Chinese, general","Chinese, general",76000,2,N,cmn,"Chinese, Mandarin",4,2,Buddhism,31,0.5,11,A002,"East Asian Peoples",161,C0065,Chinese,52,11,"Central and South America",LAM,"South America",N,MSY42a,-34.7130450177134,-58.534192933657,1,2
AR,Argentina,11369,102190,"Chorote, Eklenjuy","Chorote, Eklenjuy",900,4,N,crt,"Chorote, Iyojwa'ja",3,1,Christianity,70,8.875,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39e,-22.18752,-63.2305,1,2
AR,Argentina,11370,102191,"Chorote, Manjuy","Chorote, Manjuy",1700,5,N,crq,"Chorote, Iyo'wujwa",2,1,Christianity,80,14,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",2,11,"Central and South America",LAM,"South America",N,MIR39e,-22.18416,-62.93087,1,2
AR,Argentina,11379,102213,Chulupe,Chulupe,1200,5,N,cag,Nivacle,4,4,"Ethnic Religions",40,20,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",2,11,"Central and South America",LAM,"South America",N,MIR39e,-22.49553,-63.19437,1,2
AR,Argentina,20501,116317,Comechingon,Comechingon,38000,4,N,spa,Spanish,4,1,Christianity,65,5,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39e,-32.88143,-68.803138,1,2
AR,Argentina,19006,114911,"Native Criollo, Mestizo","Criollo, Native Argentine, Mestizo",1758000,5,N,spa,Spanish,4,1,Christianity,95,11,16,A007,"Latin-Caribbean Americans",188,C0093,Hispanic,6,11,"Central and South America",LAM,"South America",N,CLN29,-27.4883818489432,-58.788592635142,1,2
AR,Argentina,11437,102315,Croat,Croat,4100,3,N,hrv,Croatian,4,1,Christianity,91,0.3,12,A003,"Eurasian Peoples",284,C0195,"Slav, Southern",28,11,"Central and South America",LAM,"South America",N,CEW22a,-34.903727,-59.191089,1,2
AR,Argentina,11458,102346,Czech,Czech,7900,2,N,ces,Czech,4,7,Non-Religious,30,0.8,12,A003,"Eurasian Peoples",285,C0196,"Slav, Western",28,11,"Central and South America",LAM,"South America",N,CEW22e,-34.5959876171348,-58.3948330999676,1,2
AR,Argentina,19007,114916,Deaf,Deaf,,4,N,aed,"Argentine Sign Language",1,1,Christianity,89.28,9.1,26,A017,Deaf,328,C0252,Deaf,216,11,"Central and South America",LAM,"South America",N,,-34.79695,-59.17984,1,2
AR,Argentina,20502,115124,Diaguita,Diaguita,72000,4,N,spa,Spanish,4,1,Christianity,70,4,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",2,11,"Central and South America",LAM,"South America",N,MIR39e,-26.070383,-65.970151,1,2
AR,Argentina,11234,103059,French,French,16000,3,N,fra,French,4,1,Christianity,76,0.5,12,A003,"Eurasian Peoples",172,C0076,French,110,11,"Central and South America",LAM,"South America",N,CEW21b,-34.497058,-59.601814,1,2
AR,Argentina,11810,103161,Galician,Galician,749000,3,N,glg,Galician,4,1,Christianity,96,0.3,12,A003,"Eurasian Peoples",291,C0202,Spanish,6,11,"Central and South America",LAM,"South America",N,CEW21d,-34.4849102162335,-58.5491174321238,1,2
AR,Argentina,11871,103305,German,German,42000,4,N,deu,"German, Standard",4,1,Christianity,78,7,12,A003,"Eurasian Peoples",175,C0079,Germanic,81,11,"Central and South America",LAM,"South America",N,CEW19m,-34.037143,-59.054415,1,2
AR,Argentina,11942,103480,Greek,Greek,41000,3,N,ell,Greek,4,1,Christianity,95,0.2,12,A003,"Eurasian Peoples",178,C0082,Greek,74,11,"Central and South America",LAM,"South America",N,CEW20,-34.759226,-58.952591,1,2
AR,Argentina,11355,102161,"Guarani, Ava","Guarani, Ava",24000,4,N,nhd,"Guarani, Ava",4,1,Christianity,90,10,16,A007,"Latin-Caribbean Americans",258,C0168,"Hispanic American, other",3,11,"Central and South America",LAM,"South America",N,MIR39e,-27.23645,-55.18889,1,2
AR,Argentina,11354,102160,"Guarani, Eastern Bolivian","Guarani, Eastern Bolivian",23000,4,N,gui,"Guarani, Eastern Bolivian",4,1,Christianity,70,4.9,16,A007,"Latin-Caribbean Americans",179,C0083,Guarani,3,11,"Central and South America",LAM,"South America",N,MIR39e,-23.7497100002163,-64.422920000058,1,2
AR,Argentina,10962,101658,"Guarani, Mbya","Guarani, Mbya",8900,4,N,gun,"Guarani, Mbya",4,1,Christianity,80,2.25,16,A007,"Latin-Caribbean Americans",179,C0083,Guarani,3,11,"Central and South America",LAM,"South America",N,MIR39e,-27.57259,-56.01187,1,2
AR,Argentina,20504,116318,Huarpe,Huarpe,37000,4,N,spa,Spanish,4,1,Christianity,60,5,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39e,-32.947294,-68.811628,1,2
AR,Argentina,12273,104096,Italian,Italian,1111000,3,N,ita,Italian,4,1,Christianity,83,1,12,A003,"Eurasian Peoples",193,C0098,Italian,61,11,"Central and South America",LAM,"South America",N,CEW21e,-34.877412,-58.555196,1,2
AR,Argentina,12322,104189,Japanese,Japanese,37000,2,N,jpn,Japanese,4,8,"Other / Small",40,1.2,11,A002,"East Asian Peoples",194,C0099,Japanese,44,11,"Central and South America",LAM,"South America",N,MSY45a,-34.6598987063602,-58.5598480699325,1,2
AR,Argentina,15080,109538,"Jew, Spanish Speaking","Jew, Spanish Speaking",182000,1,Y,spa,Spanish,4,4,"Ethnic Religions",0.21,0.21,15,A006,Jews,197,C0102,Jews,16,11,"Central and South America",LAM,"South America",N,CMT35,-34.5226859563918,-58.7487891971637,4,5
AR,Argentina,12432,104432,Kaiwa,Kaiwa,600,5,N,kgk,Kaiwa,3,1,Christianity,70,35,16,A007,"Latin-Caribbean Americans",179,C0083,Guarani,2,11,"Central and South America",LAM,"South America",N,MIR39e,-26.61543,-54.34188,1,2
AR,Argentina,20505,116319,Kolla,Kolla,70000,4,N,spa,Spanish,4,1,Christianity,65,4,16,A007,"Latin-Caribbean Americans",274,C0185,Quechua,1,11,"Central and South America",LAM,"South America",N,MIR39g,-23.974695,-64.957757,1,2
AR,Argentina,12795,105225,Korean,Korean,32000,5,N,kor,Korean,4,1,Christianity,80,30,11,A002,"East Asian Peoples",205,C0111,Korean,47,11,"Central and South America",LAM,"South America",N,MSY46,-34.718072778336,-58.2828049582822,1,2
AR,Argentina,12989,105643,Lao,Lao,2000,2,N,lao,Lao,4,2,Buddhism,10,0.8,20,A011,"Southeast Asian Peoples",210,C0116,Lao,10,11,"Central and South America",LAM,"South America",N,MSY49b,-27.3891374739153,-55.9122516887644,1,2
AR,Argentina,20506,116320,Lule,Lule,4000,4,N,spa,Spanish,4,1,Christianity,55,3,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39e,-27.462336,-59.001134,1,2
AR,Argentina,20507,116321,Maimara,Maimara,2000,4,N,spa,Spanish,4,1,Christianity,60,5,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39e,-23.624559,-65.408726,1,2
AR,Argentina,13526,106296,Mapuche,"Mapuche, Araucanian",130000,4,N,arn,Mapudungun,3,1,Christianity,80,4,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",2,11,"Central and South America",LAM,"South America",N,MIR39f,-39.47971,-70.41878,1,2
AR,Argentina,13677,106548,Mennonites,Mennonites,4000,5,N,pdt,Plautdietsch,4,1,Christianity,94,35,12,A003,"Eurasian Peoples",175,C0079,Germanic,13,11,"Central and South America",LAM,"South America",N,CEW19m,-37.631154,-63.650129,1,2
AR,Argentina,13756,106697,Mocovi,Mocovi,25000,4,N,moc,Mocovi,3,1,Christianity,60,10,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39e,-28.1755,-60.44291,1,2
AR,Argentina,20508,116322,Omaguaca,Omaguaca,7400,4,N,spa,Spanish,4,1,Christianity,60,4,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39e,-23.576885,-65.39337399999999,1,2
AR,Argentina,20509,116323,Ona,Ona,3000,4,N,spa,Spanish,4,1,Christianity,70,4,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39e,-53.867112,-69.297214,1,2
AR,Argentina,20510,116324,Pampa,Pampa,24000,4,N,spa,Spanish,4,1,Christianity,65,3,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39e,-34.472753,-58.675347,1,2
AR,Argentina,14312,107877,"Paraguayan, Guarani-Speaking","Paraguayan, Guarani-Speaking",590000,4,N,gug,"Guarani, Paraguayan",4,1,Christianity,90,10,16,A007,"Latin-Caribbean Americans",179,C0083,Guarani,4,11,"Central and South America",LAM,"South America",N,MIR39e,-27.3991317998926,-55.9265223072587,1,2
AR,Argentina,14373,107993,Peruvian,Peruvian,168000,5,N,spa,Spanish,4,1,Christianity,96,14,16,A007,"Latin-Caribbean Americans",188,C0093,Hispanic,13,11,"Central and South America",LAM,"South America",N,CLT27,-34.531541,-58.733517,1,2
AR,Argentina,14391,108030,"Pilaga Toba","Pilaga Toba",5600,5,N,plg,Pilaga,3,1,Christianity,90,45,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",2,11,"Central and South America",LAM,"South America",N,MIR39e,-24.87574,-60.23159,1,2
AR,Argentina,14431,108096,Polish,Polish,197000,3,N,pol,Polish,4,1,Christianity,90,0.5,12,A003,"Eurasian Peoples",285,C0196,"Slav, Western",46,11,"Central and South America",LAM,"South America",N,CEW22i,-33.4622790001757,-59.0521970002913,1,2
AR,Argentina,14449,108129,Portuguese,Portuguese,15000,4,N,por,Portuguese,4,1,Christianity,93,7,12,A003,"Eurasian Peoples",271,C0182,"Portuguese, European",47,11,"Central and South America",LAM,"South America",N,CEW21g,-34.6654932431186,-58.568432413625,1,2
AR,Argentina,14504,108239,"Quechua, Northwest Jujuy","Quechua, Northwest Jujuy",2000,4,N,quh,"Quechua, South Bolivian",4,1,Christianity,94,10,16,A007,"Latin-Caribbean Americans",274,C0185,Quechua,1,11,"Central and South America",LAM,"South America",N,MIR39g,-22.7208543289641,-65.69488568312779,1,2
AR,Argentina,14502,108236,Quechua,"Quechua, South Bolivian",81000,4,N,quh,"Quechua, South Bolivian",4,1,Christianity,98.84999847412109,4,16,A007,"Latin-Caribbean Americans",274,C0185,Quechua,4,11,"Central and South America",LAM,"South America",N,MIR39g,-22.4007417932991,-66.22230352109059,1,2
AR,Argentina,20511,116325,Querandi,Querandi,4000,4,N,spa,Spanish,4,1,Christianity,65,4,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39e,-36.17314,-66.723102,1,2
AR,Argentina,14744,108678,"Quichua, Santiago del Estero","Quichua, Santiago del Estero",63000,3,N,qus,"Quichua, Santiago del Estero",2,1,Christianity,94,0.400000005960464,16,A007,"Latin-Caribbean Americans",274,C0185,Quechua,1,11,"Central and South America",LAM,"South America",N,MIR39g,-27.75079,-63.21644,1,2
AR,Argentina,20512,116326,Rankulche,Rankulche,16000,4,N,spa,Spanish,4,1,Christianity,70,4,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39e,-36.427225,-65.061296,1,2
AR,Argentina,14567,108394,"Romani, Vlax","Romani, Vlax",59000,3,N,rmy,"Romani, Vlax",3,1,Christianity,80,2,12,A003,"Eurasian Peoples",354,C0279,Romani,30,11,"Central and South America",LAM,"South America",N,CNN25f,-34.7288584186811,-58.3923126303236,1,2
AR,Argentina,14571,108398,Romanian,Romanian,16000,4,N,ron,Romanian,4,1,Christianity,84,7,12,A003,"Eurasian Peoples",276,C0187,Romanian,42,11,"Central and South America",LAM,"South America",N,CEW21i,-34.81885,-58.758481,1,2
AR,Argentina,14598,108452,Russian,Russian,31000,3,N,rus,Russian,4,1,Christianity,70,0.4,12,A003,"Eurasian Peoples",283,C0194,"Slav, Eastern",71,11,"Central and South America",LAM,"South America",N,CEW22j,-34.5595187681766,-58.4742466270802,1,2
AR,Argentina,20513,116327,Sanaviron,Sanaviron,3100,4,N,spa,Spanish,4,1,Christianity,70,3,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39e,-31.139796,-64.23303300000001,1,2
AR,Argentina,14864,108856,Serb,Serb,6300,3,N,srp,Serbian,4,1,Christianity,85,0.2,12,A003,"Eurasian Peoples",284,C0195,"Slav, Southern",39,11,"Central and South America",LAM,"South America",N,CEW22a,-34.6238436912334,-58.4516667711046,1,2
AR,Argentina,14962,109354,Slovak,Slovak,9100,5,N,slk,Slovak,4,1,Christianity,80,12,12,A003,"Eurasian Peoples",285,C0196,"Slav, Western",24,11,"Central and South America",LAM,"South America",N,CEW22m,-34.6251461937418,-58.4529692736131,1,2
AR,Argentina,14964,109357,Slovene,Slovene,12000,3,N,slv,Slovene,4,1,Christianity,95,0.3,12,A003,"Eurasian Peoples",284,C0195,"Slav, Southern",15,11,"Central and South America",LAM,"South America",N,CEW22n,-34.6225411914228,-58.4555742768314,1,2
AR,Argentina,15077,109534,Spaniard,Spaniard,584000,3,N,spa,Spanish,4,1,Christianity,95,0.2,12,A003,"Eurasian Peoples",291,C0202,Spanish,49,11,"Central and South America",LAM,"South America",N,CEW21k,-34.63191,-59.488,1,2
AR,Argentina,15265,109843,Tapiete,"Tapiete, Guarayo",600,5,N,tpj,Nandeva,1,1,Christianity,80,16,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",3,11,"Central and South America",LAM,"South America",N,MIR39e,-22.57862,-63.64065,1,2
AR,Argentina,15319,109920,Tehuelche,"Tehuelche, Aoniken",30000,3,N,arn,Mapudungun,3,1,Christianity,90,0.4,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39e,-47.6214,-68.25845,1,2
AR,Argentina,15517,110108,"Toba Qom","Toba Qom",137000,5,N,tob,Toba,3,1,Christianity,95,50,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",2,11,"Central and South America",LAM,"South America",N,MIR39e,-26.37823,-59.09333,1,2
AR,Argentina,18274,113818,Turk,Turk,800,1,Y,tur,Turkish,4,6,Islam,0,0,24,A015,"Turkic Peoples",309,C0221,Turkish,70,11,"Central and South America",LAM,"South America",N,MSY41j,-34.747146,-58.687017,1,2
AR,Argentina,15696,110376,Ukrainian,Ukrainian,31000,4,N,ukr,Ukrainian,4,1,Christianity,80,4,12,A003,"Eurasian Peoples",283,C0194,"Slav, Eastern",49,11,"Central and South America",LAM,"South America",N,CEW22k,-34.6199361882045,-58.4659942888053,1,2
AR,Argentina,15739,110441,"Uruguayan, White","Uruguayan, White",124000,4,N,spa,Spanish,4,1,Christianity,71,3,16,A007,"Latin-Caribbean Americans",188,C0093,Hispanic,5,11,"Central and South America",LAM,"South America",N,CLT27,-34.63191,-59.48712,1,2
AR,Argentina,15780,110534,"Vejoz Mataco","Vejoz Mataco",46000,4,N,wlv,"Wichi Lhamtes Vejoz",4,1,Christianity,85,8,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39e,-24.32999,-62.13909,1,2
AR,Argentina,15791,110564,Vilela,Vilela,500,3,N,tob,Toba,3,1,Christianity,80,1,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39d,-27.40293,-58.96414,1,2
AR,Argentina,13961,107372,"Weenhayek, Wichi Lhames Nocten","Weenhayek, Wichi Lhames Nocten",46000,4,N,mtp,"Wichi Lhamtes Nocten",3,1,Christianity,80,10,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",2,11,"Central and South America",LAM,"South America",N,MIR39e,-22.30975,-63.89222,1,2
AR,Argentina,15905,110743,Welsh,Welsh,31000,4,N,cym,Welsh,4,1,Christianity,60,8,12,A003,"Eurasian Peoples",110,C0012,Anglo-Celt,7,11,"Central and South America",LAM,"South America",N,CEW18d,-44.6338,-68.13615,1,2
AR,Argentina,14392,108031,"Wichi, Mataco","Wichi, Pilcomayo Mataco",43000,5,N,mzh,"Wichi Lhamtes Guisnay",4,1,Christianity,70,28,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39e,-23.0414,-62.26324,1,2
AM,Armenia,10429,100516,Armenian,Armenian,2910000,4,N,hye,Armenian,4,1,Christianity,96,9,12,A003,"Eurasian Peoples",119,C0021,Armenian,56,5,"Central Asia",EUR,Europe,N,CEW14,40.28995,44.93408,1,2
AM,Armenia,10464,100574,Assyrian,Assyrian,2700,3,N,aii,"Assyrian Neo-Aramaic",4,1,Christianity,88,0.4,10,A001,"Arab World",121,C0023,"Assyrian / Aramaic",24,5,"Central Asia",EUR,Europe,N,CMT31,39.81558,44.78522,1,2
AM,Armenia,10528,100675,Azerbaijani,Azerbaijani,15000,1,Y,azj,"Azerbaijani, North",4,6,Islam,0,0,24,A015,"Turkic Peoples",126,C0028,Azerbaijani,20,5,"Central Asia",EUR,Europe,N,MSY41a,40.38793,45.54902,1,2
AM,Armenia,11065,101833,Belarusian,Belarusian,900,2,N,bel,Belarusian,4,1,Christianity,50,1.8,12,A003,"Eurasian Peoples",283,C0194,"Slav, Eastern",30,5,"Central Asia",EUR,Europe,N,CEW22c,40.714277,43.909442,1,2
AM,Armenia,19007,114916,Deaf,Deaf,,4,N,aen,"Armenian Sign Language",1,1,Christianity,94.43000000000001,8.699999999999999,26,A017,Deaf,328,C0252,Deaf,216,5,"Central Asia",EUR,Europe,N,,40.10023,44.47668,1,2
AM,Armenia,11865,103298,Georgian,Georgian,600,3,N,kat,Georgian,4,1,Christianity,78,0.8,12,A003,"Eurasian Peoples",157,C0061,Caucasus,25,5,"Central Asia",EUR,Europe,N,CEW17c,41.161586,44.626523,1,2
AM,Armenia,11942,103480,Greek,Greek,900,3,N,ell,Greek,4,1,Christianity,90,0.5,12,A003,"Eurasian Peoples",178,C0082,Greek,74,5,"Central Asia",EUR,Europe,N,CEW20,40.089311,44.334254,1,2
AM,Armenia,12350,104247,"Jew, Eastern Yiddish-Speaking","Jew, Eastern Yiddish-Speaking",800,1,Y,ydd,"Yiddish, Eastern",4,4,"Ethnic Religions",0,0,15,A006,Jews,197,C0102,Jews,12,5,"Central Asia",EUR,Europe,N,CMT35,40.111286,44.508706,1,2
AM,Armenia,12877,105458,"Kurd, Kurmanji","Kurd, Kurmanji",2000,1,Y,kmr,"Kurdish, Northern",4,6,Islam,0.5,0.5,14,A005,Persian-Median,208,C0114,Kurd,33,5,"Central Asia",EUR,Europe,N,CNT24c,40.45396,43.75905,1,2
AM,Armenia,13775,106730,Moldavian,Moldavian,600,4,N,ron,Romanian,4,1,Christianity,82,4.7,12,A003,"Eurasian Peoples",276,C0187,Romanian,24,5,"Central Asia",EUR,Europe,N,CEW21f,40.199352,44.526667,1,2
AM,Armenia,13809,106791,Mordvinian,Mordvinian,500,3,N,myv,Erzya,3,1,Christianity,70,1,12,A003,"Eurasian Peoples",169,C0073,Finno-Ugric,12,5,"Central Asia",EUR,Europe,N,MSW51i,40.196545,44.501127,1,2
AM,Armenia,10430,100517,"Romani, Armenian Bosha","Romani, Armenian Bosha",50,4,N,rmi,Lomavren,1,1,Christianity,50,4,12,A003,"Eurasian Peoples",354,C0279,Romani,1,5,"Central Asia",EUR,Europe,N,CNN25f,39.9024,44.86378,1,2
